State and County,FIPS,Longitude,Latitude,Population(2010),Total Area mi²
VT Addison County,50001,-73.141581,44.031248,"36,821",807.757
VT Bennington County,50003,-73.11146,43.035325,"37,125",677.656
VT Caledonia County,50005,-72.112168,44.468791,"31,227",657.537
VT Chittenden County,50007,-73.070525,44.460676,"156,545",619.299
VT Essex County,50009,-71.732736,44.724021,"6,306",675.294
VT Franklin County,50011,-72.909402,44.858964,"47,746",691.982
VT Grand Isle County,50013,-73.300758,44.801788,"6,970",194.668
VT Lamoille County,50015,-72.638356,44.603504,"24,475",463.686
VT Orange County,50017,-72.369687,44.003392,"28,936",692.265
VT Orleans County,50019,-72.25163,44.828442,"27,231",721.164
VT Rutland County,50021,-73.038196,43.580844,"61,642",944.780
VT Washington County,50023,-72.609475,44.274953,"59,534",695.423
VT Windham County,50025,-72.716335,42.999143,"44,513",798.068
VT Windsor County,50027,-72.591515,43.588143,"56,670",976.784
VA Accomack County,51001,-75.757807,37.765944,"33,164","1,310.038"
VA Albemarle County,51003,-78.553506,38.024184,"98,970",726.117
VA Alleghany County,51005,-80.008669,37.787905,"16,250",448.753
VA Amelia County,51007,-77.973218,37.336131,"12,690",358.522
VA Amherst County,51009,-79.147848,37.630362,"32,353",478.849
VA Appomattox County,51011,-78.81094,37.370725,"14,973",334.731
VA Arlington County,51013,-77.100703,38.878337,"207,627",26.068
VA Augusta County,51015,-79.146682,38.167807,"73,750",970.855
VA Bath County,51017,-79.732898,38.068988,"4,731",534.583
VA Bedford County,51019,-79.527947,37.312408,"68,676",769.254
VA Bland County,51021,-81.125853,37.130612,"6,824",358.728
VA Botetourt County,51023,-79.805318,37.553193,"33,148",545.911
VA Brunswick County,51025,-77.860916,36.764531,"17,434",569.385
VA Buchanan County,51027,-82.038151,37.26812,"24,098",503.843
VA Buckingham County,51029,-78.529169,37.573928,"17,146",583.556
VA Campbell County,51031,-79.095429,37.210151,"54,842",507.327
VA Caroline County,51033,-77.352348,38.030319,"28,545",536.869
VA Carroll County,51035,-80.728043,36.732426,"30,042",477.643
VA Charles City County,51036,-77.054171,37.361048,"7,256",204.242
VA Charlotte County,51037,-78.661424,37.014091,"12,586",477.521
VA Chesterfield County,51041,-77.585847,37.378434,"316,236",436.955
VA Clarke County,51043,-77.992004,39.115931,"14,034",178.362
VA Craig County,51045,-80.231734,37.473129,"5,190",330.615
VA Culpeper County,51047,-77.956476,38.48593,"46,689",382.544
VA Cumberland County,51049,-78.252836,37.520189,"10,052",299.751
VA Dickenson County,51051,-82.349208,37.137081,"15,903",333.662
VA Dinwiddie County,51053,-77.635492,37.073498,"28,001",507.192
VA Essex County,51057,-76.941871,37.93948,"11,151",286.001
VA Fairfax County,51059,-77.276117,38.833743,"1,081,726",406.246
VA Fauquier County,51061,-77.821585,38.744103,"65,203",651.225
VA Floyd County,51063,-80.350309,36.931438,"15,279",381.292
VA Fluvanna County,51065,-78.284445,37.830606,"25,691",290.148
VA Franklin County,51067,-79.883959,36.99235,"56,159",711.548
VA Frederick County,51069,-78.263916,39.203637,"78,305",415.507
VA Giles County,51071,-80.717178,37.31193,"17,286",360.421
VA Gloucester County,51073,-76.523505,37.403541,"36,858",287.981
VA Goochland County,51075,-77.914273,37.724166,"21,717",289.905
VA Grayson County,51077,-81.225337,36.656303,"15,533",445.955
VA Greene County,51079,-78.470163,38.297981,"18,403",156.905
VA Greensville County,51081,-77.560261,36.680225,"12,243",296.807
VA Halifax County,51083,-78.939614,36.766461,"36,241",829.634
VA Hanover County,51085,-77.490992,37.760166,"99,863",473.806
VA Henrico County,51087,-77.300333,37.437521,"306,935",244.907
VA Henry County,51089,-79.980584,36.620593,"54,151",384.380
VA Highland County,51091,-79.567958,38.356672,"2,321",415.853
VA Isle Of Wight County,51093,-76.707569,36.901418,"35,270",362.828
VA James City County,51095,-76.778319,37.324427,"67,009",179.241
VA King And Queen County,51097,-76.89109,37.720995,"6,945",326.286
VA King George County,51099,-77.162702,38.277179,"23,584",187.758
VA King William County,51101,-77.091054,37.70826,"15,935",285.634
VA Lancaster County,51103,-76.413199,37.703831,"11,391",231.398
VA Lee County,51105,-83.130334,36.702162,"25,587",437.409
VA Loudoun County,51107,-77.638857,39.08113,"312,311",521.138
VA Louisa County,51109,-77.959178,37.971681,"33,153",510.871
VA Lunenburg County,51111,-78.242313,36.945757,"12,914",432.376
VA Madison County,51113,-78.276961,38.412059,"13,308",321.874
VA Mathews County,51115,-76.268808,37.425348,"8,978",251.962
VA Mecklenburg County,51117,-78.368959,36.687256,"32,727",679.228
VA Middlesex County,51119,-76.527958,37.606828,"10,959",210.761
VA Montgomery County,51121,-80.387314,37.174885,"94,392",389.265
VA Nelson County,51125,-78.879394,37.790016,"15,020",474.306
VA New Kent County,51127,-76.993339,37.498974,"18,429",223.471
VA Northampton County,51131,-75.923868,37.302629,"12,389",795.249
VA Northumberland County,51133,-76.379687,37.856974,"12,330",285.621
VA Nottoway County,51135,-78.052162,37.143696,"15,853",316.049
VA Orange County,51137,-78.00998,38.250439,"33,481",343.264
VA Page County,51139,-78.490471,38.623751,"24,042",314.075
VA Patrick County,51141,-80.286141,36.667327,"18,490",485.863
VA Pittsylvania County,51143,-79.398502,36.821721,"63,506",978.175
VA Powhatan County,51145,-77.912855,37.549404,"28,046",262.347
VA Prince Edward County,51147,-78.432957,37.224881,"23,368",353.837
VA Prince George County,51149,-77.220993,37.187326,"35,725",281.840
VA Prince William County,51153,-77.478887,38.702332,"402,002",348.475
VA Pulaski County,51155,-80.713444,37.063385,"34,872",329.594
VA Rappahannock County,51157,-78.168824,38.684522,"7,373",267.026
VA Richmond County,51159,-76.730561,37.942894,"9,254",216.357
VA Roanoke County,51161,-80.19011,37.331077,"92,376",251.247
VA Rockbridge County,51163,-79.447754,37.814517,"22,307",600.972
VA Rockingham County,51165,-78.876307,38.511257,"76,314",853.357
VA Russell County,51167,-82.095934,36.93342,"28,897",476.754
VA Scott County,51169,-82.613627,36.712778,"23,177",538.639
VA Shenandoah County,51171,-78.573987,38.856204,"41,993",512.174
VA Smyth County,51173,-81.539786,36.842318,"32,208",452.289
VA Southampton County,51175,-77.103856,36.720173,"18,570",602.330
VA Spotsylvania County,51177,-77.65628,38.182311,"122,397",414.256
VA Stafford County,51179,-77.459043,38.418933,"128,961",279.929
VA Surry County,51181,-76.880172,37.119761,"7,058",310.307
VA Sussex County,51183,-77.259732,36.926645,"12,087",492.828
VA Tazewell County,51185,-81.562924,37.125395,"45,078",519.971
VA Warren County,51187,-78.207131,38.908187,"37,575",216.741
VA Washington County,51191,-81.950291,36.747813,"54,876",565.994
VA Westmoreland County,51193,-76.80417,38.109191,"17,454",252.967
VA Wise County,51195,-82.62156,36.974561,"41,452",405.229
VA Wythe County,51197,-81.084209,36.901471,"29,235",464.647
VA York County,51199,-76.395533,37.220914,"65,464",214.958
VA Alexandria [9] County,51510,-77.082026,38.818343,"139,966",15.467
VA Bedford [9] County,51515,-79.520705,37.338156,"6,222",6.902
VA Bristol [9] County,51520,-82.157564,36.616954,"17,835",13.153
VA Buena Vista [9] County,51530,-79.356375,37.731663,"6,650",6.790
VA Charlottesville [9] County,51540,-78.485381,38.037658,"43,475",10.258
VA Chesapeake [9] County,51550,-76.301788,36.679376,"222,209",350.859
VA Colonial Heights [9] County,51570,-77.396804,37.261685,"17,411",7.812
VA Covington [9] County,51580,-79.986039,37.778143,"5,961",5.670
VA Danville [9] County,51590,-79.408071,36.583334,"43,055",43.948
VA Emporia [9] County,51595,-77.535975,36.696182,"5,927",6.968
VA Fairfax [9] County,51600,-77.299025,38.853183,"22,565",6.276
VA Falls Church [9] County,51610,-77.174639,38.883787,"12,332",1.999
VA Franklin [9] County,51620,-76.941396,36.684014,"8,582",8.349
VA Fredericksburg [9] County,51630,-77.486658,38.299272,"24,286",10.510
VA Galax [9] County,51640,-80.914308,36.66564,"7,042",8.280
VA Hampton [9] County,51650,-76.297149,37.04803,"137,436",136.299
VA Harrisonburg [9] County,51660,-78.874197,38.436013,"48,914",17.476
VA Hopewell [9] County,51670,-77.298944,37.29101,"22,591",10.802
VA Lexington [9] County,51678,-79.44432,37.782332,"7,042",2.523
VA Lynchburg [9] County,51680,-79.195458,37.399016,"75,568",49.647
VA Manassas [9] County,51683,-77.484727,38.747561,"37,821",9.938
VA Manassas Park [9] County,51685,-77.448681,38.768991,"14,273",2.535
VA Martinsville [9] County,51690,-79.863648,36.683527,"13,821",11.008
VA Newport News [9] County,51700,-76.521719,37.075978,"180,719",119.477
VA Norfolk [9] County,51710,-76.244641,36.923015,"242,803",96.351
VA Norton [9] County,51720,-82.625996,36.931549,"3,958",7.515
VA Petersburg [9] County,51730,-77.392368,37.20473,"32,420",23.178
VA Poquoson [9] County,51735,-76.303534,37.12836,"12,150",78.426
VA Portsmouth [9] County,51740,-76.356269,36.85943,"95,535",46.733
VA Radford [9] County,51750,-80.557048,37.120036,"16,408",10.207
VA Richmond [9] County,51760,-77.476009,37.531399,"204,214",62.462
VA Roanoke [9] County,51770,-79.958472,37.27783,"97,032",42.903
VA Salem [9] County,51775,-80.055241,37.285333,"24,802",14.539
VA Staunton [9] County,51790,-79.061501,38.158056,"23,746",20.035
VA Suffolk [9] County,51800,-76.634781,36.697157,"84,585",429.091
VA Virginia Beach [9] County,51810,-76.02402,36.779322,"437,994",497.338
VA Waynesboro [9] County,51820,-78.90142,38.067157,"21,006",15.201
VA Williamsburg [9] County,51830,-76.706717,37.269293,"14,068",9.183
VA Winchester [9] County,51840,-78.176356,39.173869,"26,203",9.254
WA Adams County,53001,-118.533308,47.00484,"18,728","1,929.852"
WA Asotin County,53003,-117.227781,46.181861,"21,623",640.644
WA Benton County,53005,-119.516864,46.228072,"175,177","1,759.998"
WA Chelan County,53007,-120.618543,47.859892,"72,453","2,993.882"
WA Clallam County,53009,-123.930611,48.113009,"71,404","2,670.638"
WA Clark County,53011,-122.485903,45.771674,"425,363",656.233
WA Columbia County,53013,-117.911635,46.292851,"4,078",873.481
WA Cowlitz County,53015,-122.658682,46.185923,"102,410","1,166.211"
WA Douglas County,53017,-119.69588,47.735866,"38,431","1,848.655"
WA Ferry County,53019,-118.517074,48.437246,"7,551","2,257.322"
WA Franklin County,53021,-118.906944,46.53458,"78,163","1,265.412"
WA Garfield County,53023,-117.536715,46.429474,"2,266",718.211
WA Grant County,53025,-119.467788,47.213633,"89,120","2,791.319"
WA Grays Harbor County,53027,-123.827043,47.142786,"72,797","2,224.406"
WA Island County,53029,-122.670503,48.158436,"78,506",517.375
WA Jefferson County,53031,-123.52181,47.802641,"29,872","2,183.142"
WA King County,53033,-121.832375,47.493554,"1,931,249","2,306.869"
WA Kitsap County,53035,-122.649636,47.639687,"251,133",565.919
WA Kittitas County,53037,-120.676714,47.124444,"40,915","2,332.935"
WA Klickitat County,53039,-120.780117,45.869509,"20,318","1,904.156"
WA Lewis County,53041,-122.377444,46.580071,"75,455","2,436.253"
WA Lincoln County,53043,-118.417668,47.582718,"10,570","2,339.353"
WA Mason County,53045,-123.17385,47.354126,"60,699","1,051.018"
WA Okanogan County,53047,-119.691035,48.550971,"41,120","5,314.793"
WA Pacific County,53049,-123.782419,46.556587,"20,920","1,223.384"
WA Pend Oreille County,53051,-117.232183,48.543877,"13,001","1,425.242"
WA Pierce County,53053,-122.144709,47.040716,"795,225","1,806.442"
WA San Juan County,53055,-123.100616,48.508862,"15,769",621.064
WA Skagit County,53057,-121.816278,48.493066,"116,901","1,920.134"
WA Skamania County,53059,-121.953227,46.024782,"11,066","1,683.806"
WA Snohomish County,53061,-121.766412,48.054913,"713,335","2,196.297"
WA Spokane County,53063,-117.404392,47.620379,"471,221","1,780.703"
WA Stevens County,53065,-117.854897,48.390648,"43,531","2,540.750"
WA Thurston County,53067,-122.829441,46.932598,"252,264",773.502
WA Wahkiakum County,53069,-123.424458,46.294638,"3,978",287.181
WA Walla Walla County,53071,-118.480374,46.254606,"58,781","1,299.020"
WA Whatcom County,53073,-121.836433,48.842653,"201,140","2,503.471"
WA Whitman County,53075,-117.522962,46.903322,"44,776","2,177.600"
WA Yakima County,53077,-120.740145,46.456558,"243,231","4,311.277"
WV Barbour County,54001,-79.996914,39.139754,"16,589",342.850
WV Berkeley County,54003,-78.032338,39.457854,"104,169",321.557
WV Boone County,54005,-81.713314,38.022838,"24,629",503.196
WV Braxton County,54007,-80.731649,38.699302,"14,523",516.273
WV Brooke County,54009,-80.578691,40.272645,"24,069",92.572
WV Cabell County,54011,-82.243392,38.41958,"96,319",288.017
WV Calhoun County,54013,-81.115478,38.844159,"7,627",280.679
WV Clay County,54015,-81.081866,38.459826,"9,386",343.816
WV Doddridge County,54017,-80.701147,39.263482,"8,202",320.476
WV Fayette County,54019,-81.086051,38.030933,"46,039",668.348
WV Gilmer County,54021,-80.849409,38.915865,"8,693",340.079
WV Grant County,54023,-79.195064,39.105988,"11,937",480.286
WV Greenbrier County,54025,-80.45059,37.924418,"35,480","1,024.510"
WV Hampshire County,54027,-78.611989,39.31214,"23,964",644.629
WV Hancock County,54029,-80.570057,40.516931,"30,676",87.968
WV Hardy County,54031,-78.843641,39.010818,"14,025",584.484
WV Harrison County,54033,-80.386487,39.279199,"69,099",416.518
WV Jackson County,54035,-81.677717,38.834234,"29,211",471.629
WV Jefferson County,54037,-77.86322,39.307399,"53,498",211.672
WV Kanawha County,54039,-81.523522,38.328061,"193,063",910.920
WV Lewis County,54041,-80.495518,38.988844,"16,372",389.646
WV Lincoln County,54043,-82.077547,38.171651,"21,720",438.593
WV Logan County,54045,-81.940853,37.830591,"36,743",455.616
WV Mcdowell County,54047,-81.658205,37.382663,"22,113",534.899
WV Marion County,54049,-80.243402,39.505839,"56,418",311.518
WV Marshall County,54051,-80.671378,39.854717,"33,107",312.154
WV Mason County,54053,-82.024172,38.759288,"27,324",444.715
WV Mercer County,54055,-81.106456,37.403448,"62,264",420.724
WV Mineral County,54057,-78.956581,39.405626,"28,212",329.218
WV Mingo County,54059,-82.158993,37.721151,"26,839",423.968
WV Monongalia County,54061,-80.059074,39.633645,"96,189",365.880
WV Monroe County,54063,-80.547891,37.550353,"13,502",473.640
WV Morgan County,54065,-78.257314,39.554835,"17,541",229.614
WV Nicholas County,54067,-80.797516,38.291416,"26,233",654.407
WV Ohio County,54069,-80.620728,40.098932,"44,443",109.024
WV Pendleton County,54071,-79.333707,38.686836,"7,695",698.148
WV Pleasants County,54073,-81.161172,39.368133,"7,605",134.547
WV Pocahontas County,54075,-80.012092,38.332513,"8,719",941.820
WV Preston County,54077,-79.668865,39.46903,"33,520",651.389
WV Putnam County,54079,-81.906109,38.510513,"55,486",350.399
WV Raleigh County,54081,-81.264671,37.76247,"78,859",609.347
WV Randolph County,54083,-79.867783,38.781087,"29,405","1,039.946"
WV Ritchie County,54085,-81.066317,39.177112,"10,449",453.699
WV Roane County,54087,-81.354502,38.743033,"14,926",483.719
WV Summers County,54089,-80.856315,37.656003,"13,927",367.727
WV Taylor County,54091,-80.045629,39.329072,"16,895",175.679
WV Tucker County,54093,-79.559968,39.111175,"7,141",421.057
WV Tyler County,54095,-80.879493,39.465981,"9,208",260.697
WV Upshur County,54097,-80.231335,38.902537,"24,254",354.755
WV Wayne County,54099,-82.419698,38.145531,"42,481",512.112
WV Webster County,54101,-80.430262,38.492985,"9,154",556.228
WV Wetzel County,54103,-80.634394,39.596574,"16,583",361.330
WV Wirt County,54105,-81.382975,39.020034,"5,717",234.766
WV Wood County,54107,-81.515928,39.211679,"86,956",376.767
WV Wyoming County,54109,-81.548884,37.603717,"23,796",501.819
WI Adams County,55001,-89.767223,43.973763,"20,875",688.552
WI Ashland County,55003,-90.665154,46.546291,"16,157","2,292.380"
WI Barron County,55005,-91.852892,45.437192,"45,870",889.764
WI Bayfield County,55007,-91.177282,46.634199,"15,014","2,041.674"
WI Brown County,55009,-87.995926,44.473961,"248,007",615.709
WI Buffalo County,55011,-91.758714,44.389759,"13,587",709.594
WI Burnett County,55013,-92.367978,45.865255,"15,457",880.232
WI Calumet County,55015,-88.212132,44.07841,"48,971",397.077
WI Chippewa County,55017,-91.283505,45.069092,"62,415","1,041.282"
WI Clark County,55019,-90.610201,44.733596,"34,690","1,218.786"
WI Columbia County,55021,-89.330472,43.471882,"56,833",795.972
WI Crawford County,55023,-90.95123,43.24991,"16,644",599.210
WI Dane County,55025,-89.417852,43.067468,"488,073","1,238.245"
WI Dodge County,55027,-88.704379,43.422706,"88,759",907.054
WI Door County,55029,-87.087936,45.067808,"27,785","2,370.250"
WI Douglas County,55031,-91.89258,46.463316,"44,159","1,479.676"
WI Dunn County,55033,-91.89772,44.947741,"43,857",863.865
WI Eau Claire County,55035,-91.286414,44.726355,"98,736",645.246
WI Florence County,55037,-88.400322,45.849646,"4,423",497.523
WI Fond Du Lac County,55039,-88.493284,43.754722,"101,633",765.840
WI Forest County,55041,-88.773225,45.666882,"9,304","1,046.326"
WI Grant County,55043,-90.695368,42.870062,"51,208","1,183.344"
WI Green County,55045,-89.605639,42.677728,"36,842",584.465
WI Green Lake County,55047,-88.987228,43.76141,"19,051",380.298
WI Iowa County,55049,-90.133692,43.001021,"23,687",767.935
WI Iron County,55051,-90.261299,46.32655,"5,916",919.164
WI Jackson County,55053,-90.806541,44.324895,"20,449","1,000.276"
WI Jefferson County,55055,-88.773986,43.013807,"83,686",582.737
WI Juneau County,55057,-90.113984,43.932836,"26,664",804.028
WI Kenosha County,55059,-87.424898,42.579703,"166,426",754.015
WI Kewaunee County,55061,-87.161813,44.500949,"20,574","1,084.297"
WI La Crosse County,55063,-91.111758,43.908222,"114,638",479.925
WI Lafayette County,55065,-90.130292,42.655578,"16,836",634.568
WI Langlade County,55067,-89.06819,45.259204,"19,977",887.882
